enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
2009/01/14,1495.52,250,2,3,3,35,2,0
2009/01/21,1848.08,300,2,5,5,27,1,0
2009/01/22,1919.84,300,4,5,3,21,2,0
2009/01/24,1589.12,150,4,5,0,43,1,0
2009/01/27,1589.12,175,4,3,1,20,1,0
2009/01/28,1122.16,100,25,3,0,50,1,0
2008/11/19,1279,100,4,4,3,31,1,0
2008/11/21,1079,75,4,5,3,32,2,0
2008/12/03,1279,75,18,4,1,21,2,0
2008/12/04,1403,100,18,5,1,16,2,0
2008/12/08,1279,150,9,5,6,41,1,0
2008/12/10,1154,250,4,5,6,51,2,0
2008/12/21,1438,150,9,4,7,25,1,0
2008/12/29,1652,100,8,4,3,36,2,0
2009/01/09,1438,150,2,4,6,39,2,0
2009/01/15,1279,100,2,3,1,31,1,0
2009/01/21,1528,200,2,5,3,47,2,0
2009/01/21,1528,175,2,4,4,27,2,0
2009/01/26,1438,150,4,3,3,22,1,0
2009/01/27,1846,300,9,3,3,31,2,0
2009/02/10,552,50,8,3,1,22,1,0
2009/02/16,1553,50,8,4,3,15,1,0
2009/02/16,1653,175,4,3,5,32,1,0
2009/02/23,1304,75,6,3,0,25,1,0
2009/02/25,1802,150,2,5,1,52,1,0
2009/03/02,724,25,8,5,1,32,1,0
2008/11/21,1378,275,4,4,7,30,2,0
2008/11/30,1229,25,8,3,3,42,1,0
2008/12/07,1004,150,8,5,0,29,2,0
2008/12/10,1129,250,4,5,0,44,1,0
2008/12/14,949,150,4,5,6,19,2,0
2008/12/23,1502,200,8,4,6,18,2,0
2008/12/24,439,150,8,4,7,25,2,0
2008/12/31,998,250,8,5,3,0,2,0
2008/12/31,629,25,8,3,1,0,2,0
2009/01/10,1229,250,2,4,4,35,1,0
2009/01/12,999,25,4,3,6,20,1,0
2009/01/14,1478,175,2,5,4,0,1,0
2009/01/15,999,150,4,5,6,30,2,0
2009/01/18,999,300,4,5,1,36,1,0
2009/01/18,1229,75,4,3,4,29,1,0
2009/01/20,1129,250,2,4,6,64,2,0
2009/01/21,629,150,8,5,7,29,1,0
2009/01/27,1229,250,4,5,3,35,1,0
2009/01/27,1229,25,8,3,1,20,2,0
2009/01/30,999,500,19,3,4,29,2,0
2009/02/03,512,512,8,5,3,36,2,0
2009/02/03,1024,75,8,3,1,25,2,0
2009/02/10,2001,2001,2,3,5,29,2,0
2009/02/10,2001,2001,2,3,1,22,1,0
2008/12/22,1330.16,25,8,3,6,23,2,0
2009/01/05,1589.12,100,2,3,6,18,1,0
2009/01/17,1330.16,150,14,3,5,28,1,0
2009/02/09,1615.12,100,2,5,3,20,2,0
2009/02/13,574.08,30,8,3,3,30,2,0
2009/02/15,574.08,574.08,8,3,3,15,1,0
2009/03/02,430,100,20,3,3,30,1,0
2009/03/07,1654.64,300,4,5,4,28,1,0
2009/03/30,1177.28,100,2,4,1,35,2,0
2008/12/08,949,75,23,5,1,28,2,0
2008/12/15,824,75,4,5,4,19,1,0
2008/12/20,949,80,28,3,4,20,2,0
2009/01/06,1248,100,2,4,4,29,1,0
2009/01/07,999,150,2,4,6,26,1,0
2009/01/11,999,100,4,4,1,26,1,0
2009/01/11,999,25,8,3,5,31,2,0
2009/02/21,744,25,8,3,2,19,1,0
2009/02/24,1273,100,6,4,1,28,1,0
2009/03/02,744,25,8,3,6,27,1,0
2009/03/03,70,70,0,3,0,3,1,0
2009/03/03,70,70,0,3,0,3,1,0
2009/03/03,70,70,0,3,0,3,2,0
2009/03/14,744,19,8,4,3,22,2,0
2009/03/25,1473,275,8,5,6,27,2,0
2009/01/19,1531.26,125,2,3,0,28,1,0
2009/01/30,654.59,25,8,3,3,30,1,0
2009/01/30,1531.26,175,14,3,1,45,1,0
2009/02/05,1294.38,75,2,5,5,22,1,0
2009/02/26,1557.7,177,2,4,3,0,2,0
2009/03/25,1082.88,75,2,5,4,27,1,0
2008/12/03,1023,100,10,5,0,19,1,0
2008/12/12,499,50,8,5,0,25,2,0
2008/12/31,749,75,8,3,1,45,2,0
2009/01/05,999,75,2,5,3,23,2,0
2009/01/09,999,150,2.75,4,0,25,2,0
2009/01/22,499,249.5,8,4,3,33,2,0
2009/01/23,1248,300,5.5,5,1,44,1,0
2009/01/26,619,25,8,4,0,24,1,0
2009/01/26,559,150,8,3,1,60,1,0
2009/02/02,999,150,11.75,5,1,39,2,0
2009/02/03,999,150,11.75,3,6,24,1,0
2009/02/07,999,5,8.75,5,4,30,2,0
2009/02/12,444,444,0,3,5,29,2,0
2009/02/18,999,75,4.37,5,6,58,1,0
2009/02/27,1148,1148,2.18,3,1,23,1,0
2008/11/23,949,150,5.5,3,4,20,2,0
2008/11/27,899,25,8,3,3,47,1,0
2008/12/12,899,75,4,3,0,31,2,0
2008/12/13,824,824,5.5,4,0,0,1,0
2008/12/15,629,75,4,5,1,37,1,0
2008/12/16,629,75,4,5,5,36,2,0
2008/12/16,629,75,4,4,1,26,1,0
2008/12/20,774,75,10,5,3,27,2,0
2008/12/30,629,50,20,5,4,34,1,0
2009/01/06,999,75,2,4,7,31,1,0
2009/01/07,1746,125,2,5,1,30,1,0
2009/01/08,999,75,2,5,4,19,1,0
2009/01/12,439,219.5,8,4,0,33,2,0
2009/01/21,793,0,8,3,1,30,2,0
2009/01/25,999,25,8,3,7,27,1,0
2009/02/06,999,150,2.93,5,7,33,2,0
2009/02/07,1148,1148,2.18,5,1,39,2,0
2009/02/09,249,249,15,3,0,34,2,0
2009/02/20,999,75,6.56,3,1,28,1,0
2008/12/28,1143.81,25,8,3, ,21,2,0
2009/01/03,552.74,25,8,3,3,34,2,0
2009/01/09,1446.27,150,2,5,1,20,1,0
2009/01/19,1063.94,1063.94,4,3,2,21,2,0
2009/02/02,579.36,25,8,3,4,18,2,0
2009/02/03,579.36,5,8,4,1,49,2,0
2009/02/03,1568.75,30,8,4,0,35,1,0
2009/02/04,2099.12,150,18,5,1,2,2,0
2009/02/08,984.06,100,2,4,5,72,1,0
2009/02/08,1472.9,150,2,3,1,28,2,0
2009/02/24,1090.56,51,8,3,0,26,1,0
2009/03/11,1355.75,100,4,4,4,38,2,0
2009/03/16,1568.75,150,6,3,0,2,1,0
2009/03/20,1137.42,100,8,5,0,39,2,0
2009/03/26,1620.93,125,2,5,0,0,2,0
2009/01/14,1029,100,5.25,4,3,27,1,0
2009/01/16,619,29,10.5,4,4,20,2,0
2009/01/25,1249,100,5.25,3,6,20,2,0
2009/01/30,1796,300,9,5,6,43,2,0
2009/02/04,1523,175,14,4,5,29,2,0
2009/02/18,644,30,10.5,4,3,35,1,0
2009/02/20,249,249,9,3,3,46,2,0
2009/02/21,1423,150,7.87,5,4,22,1,0
2009/03/04,1523,125,2.62,5,1,1,2,0
2009/03/25,1054,100,2.62,3,1,43,1,0
2008/12/28,849.87,400,4,5,5,32,2,0
2008/12/30,717.81,150,4,5,5,28,1,0
2009/02/03,957.44,400,13,4,6,28,2,0
2009/02/14,957.44,150,2,5,7,52,1,0
2009/02/19,957.44,150,3,4,1,24,1,0
2009/02/26,957.44,250,1,5,3,50,1,0
2009/03/11,808.34,19,4,4,5,30,2,0
2009/03/29,808.34,100,1,5,1,19,2,0
2009/01/08,797.69,80,1,4,3,19,2,0
2009/01/25,510.14,5,4,4,3,15,1,0
2009/02/06,808.34,150,1,4,6,27,2,0
2009/02/07,957.44,250,1,5,6,19,2,0
2009/02/18,972.35,30,4,3,0,0,1,0
2009/02/26,520.79,5,4,3,0,24,1,0
2008/10/31,899,75,5,4,6,29,1,0
2008/11/10,764.15,75,10,3,0,0,2,0
2008/11/13,899,50,8,4,1,35,2,0
2008/11/30,949,150,11,4,5,54,2,0
2008/12/08,899,75,15,3,6,23,1,0
2008/12/08,774,75,10,4,1,23,2,0
2008/12/09,640.9,25,8,3,6,32,1,0
2008/12/14,899,75,4,3,0,25,1,0
2008/12/27,.01,.01,0,3,0,38,2,0
2008/12/29,998,100,15,3,1,0,1,0
2008/12/29,629,25,8,3,1,21,1,0
2008/12/31,998,100,10,4,1,27,1,0
2008/11/25,559,19,7,5,6,21,2,0
2008/11/25,759,75,3,5,2,57,1,0
2008/12/16,869,150,3,5,8,34,1,0
2008/12/18,1630,133,6,4,3,42,1,0
2008/12/26,968,968,6,3,1,29,1,0
2008/12/29,559,19,6,4,6,24,1,0
2008/12/31,968,50,6,5,1,51,2,0
2008/12/31,968,50,6,5,1,27,2,0
2008/12/31,559,19,6,5,1,25,1,0
2009/01/05,969,150,1.5,5,6,25,1,0
2009/01/16,809,75,3,3,7,29,1,0
2009/01/22,774.99,5,6,3,5,27,2,0
2009/01/29,809,35,6,3,5,38,1,0
2009/02/01,709,709,14,3,6,22,2,0
2009/02/09,984,150,1.5,3,2,20,1,0
2009/02/23,574,5,7,3,1,32,2,0
2009/01/05,519,25,8,3,6,39,1,0
2009/01/12,1199,75,2,5,4,28,2,0
2009/01/18,499,499,8,3,0,19,2,0
2009/01/21,519,25,8,5,4,23,2,0
2009/01/29,1199,250,9,5,6,41,1,0
2009/02/01,1383,150,9,5,4,26,1,0
2009/02/02,1224,100,20,3,4,20,1,0
2009/02/02,1722,1722,9,3,4,36,1,0
2009/02/09,1383,150,2,5,4,20,1,0
2009/02/14,544,5,8,5,2,25,2,0
2009/02/15,544,5,8,5,1,39,1,0
2009/02/16,1224,75,4,3,3,19,2,0
2009/02/17,512,150,8,5,0,55,1,0
2009/02/17,1722,1722,4,3,1,15,1,0
2009/03/01,544,27,8,3,3,20,2,0
2009/03/07,1473,175,2,5,1,2,2,0
2009/03/07,1971,225,2,5,1,2,1,0
2009/03/14,512,512,8,3,1,18,1,0
2009/03/21,1273,50,8,5,2,26,2,0
2009/01/10,1385,150,2,3,1,48,1,0
2009/01/11,1478,100,2,5,6,0,2,0
2009/01/21,1727,300,2,4,4,0,2,0
2009/02/04,904,25,8,3,4,20,1,0
2009/02/24,1003,75,6,5,0,43,2,0
2009/02/26,724,25,8,3,0,22,1,0
2009/03/07,1503,175,4,5,4,55,1,0
2009/03/12,249,249,12,3,0,38,2,0
2009/03/23,1024,105,8,3,0,21,2,0
2009/03/30,2020,200,2,4,0,15,1,0
2009/01/19,999,50,8,3,3,19,2,0
2009/01/21,1229,80,8,4,7,31,2,0
2009/02/23,904,25,8,3, ,31,1,0
2009/03/09,1024,25,8,3,1,21,1,0
2009/03/16,724,25,8,3,3,51,1,0
2008/11/25,532.5,532.5,0,3,0,3,1,0
2008/12/05,1832.87,150,18,5,1,16,1,0
2008/12/09,1435.62,150,4,5,4,23,1,0
2008/12/13,877.56,75,4,4,1,38,1,0
2008/12/16,1010.69,75,4,3,4,25,1,0
2008/12/17,1700.81,150,15,4,2,40,1,0
2008/12/17,1273.76,1273.76,0,3,4,2,2,0
2008/12/24,1435.62,100,23,3,6,19,1,0
2009/01/06,1807.31,200,2,5,5,21,1,0
2009/01/13,1807.31,150,2,4,1,32,1,0
2009/01/18,1329.12,300,4,4,1,20,2,0
2009/01/21,1594.31,50,8,5,4,30,2,0
2009/02/02,1355.75,100,28,3,4,29,2,0
2009/02/04,1303.56,150,9,5,1,29,1,0
2009/02/13,1472.9,150,4,3,3,25,1,0
2009/02/15,545.28,50,8,3,0,23,2,0
2008/11/07,1381.12,200,8,5,8,31,1,0
2008/11/07,1330.16,19,8,3,3,26,1,0
2008/11/24,1122.16,25,8,3,0,31,1,0
2008/11/29,1459.12,75,4,3,0,23,2,0
2008/11/30,1789.84,300,4,3,0,64,1,0
2008/11/30,1200.16,20,8,4,7,58,1,0
2008/12/01,1459.12,100,23,3,1,35,1,0
2008/12/11,1495.52,150,14,3,2,23,2,0
2008/12/30,1329.12,75,23,3,1,24,2,0
2009/01/11,1330.16,25,8,5,1,43,1,0
2009/01/11,1589.12,100,2,3,6,23,1,0
2008/11/06,1099,100,18,3,0,25,1,0
2008/11/10,719,50,8,3,6,24,1,0
2008/11/12,1597,1597,9,3,6,47,2,0
2008/11/12,949,75,4,4,6,29,1,0
2008/11/27,999,75,9.5,5,8,23,2,0
2008/11/28,1079,100,6.5,5,5,40,1,0
2008/12/08,1099,100,13,5,1,19,2,0
2008/12/12,698,698,0,3,3,60,2,0
2008/12/17,1696,1696,13,3,3,0,2,0
2008/12/22,999,75,16,4,3,45,2,0
2008/12/29,1323,175,9,5,5,26,1,0
2008/12/30,749,75,8,5,6,27,2,0
2009/01/02,1358,150,2,5,7,38,1,0
2009/01/08,1148,100,4,4,8,0,2,0
2009/01/11,1946,155,2,4,8,0,1,0
2009/01/11,1697,125,2,3,1,0,2,0
2009/01/12,999,100,4,5,8,49,1,0
2009/01/13,1199,150,2,4,1,25,1,0
2009/01/20,1448,175,2,3,5,27,2,0
2009/01/25,1208,175,4,5,3,49,2,0
2009/01/27,1457,150,4,5,3,55,2,0
2009/01/29,1448,175,9,4,6,36,2,0
2008/11/05,899,75,5,5,3,55,1,0
2008/11/05,899,5,8,3,1,29,1,0
2008/11/05,899,75,5,4,1,31,2,0
2008/11/13,619,50,8,4,6,24,2,0
2008/11/22,1895,1323,8,4,7,25,1,0
2008/11/25,899,75,4,5,0,51,1,0
2008/11/27,1148,100,8,4,1,0,2,0
2008/11/28,899,75,8,3,4,33,1,0
2008/12/02,899,75,10,4,5,24,2,0
2008/12/06,1048,100,10,4,1,56,1,0
2008/12/10,799,75,10,4,1,35,1,0
2008/12/17,899,75,10,5,5,20,2,0
2009/01/04,1248,100,2,4,6,17,1,0
2009/01/04,1248,100,2,5,1,21,2,0
2009/01/05,999,75,2,3,3,23,2,0
2009/01/08,879,5,8,4,4,19,2,0
2009/01/18,1248,30,8,4,1,16,1,0
2009/03/16,1148.16,25,8,3,1,19,1,0
2008/12/12,1528,150,4,5,4,3,1,0
2008/12/13,954,75,4,5,6,37,1,0
2008/12/13,1079,75,23,4,1,39,2,0
2008/12/20,1154,75,18,5,6,33,2,0
2008/12/28,1403,50,8,3,0,19,2,0
2009/01/05,1279,50,8,3,3,32,1,0
2009/01/06,1777,100,2,5,4,50,1,0
2009/01/07,1438,250,2,5,6,51,1,0
2009/01/09,1279,75,2,3,1,21,2,0
2009/01/21,1438,150,2,5,5,46,2,0
2009/01/25,1528,100,4,4,6,46,1,0
2009/02/06,1802,125,2,3,1,21,2,0
2009/02/10,2051,150,2,5,1,37,1,0
2009/02/11,1553,175,2,5,6,2,2,0
2009/02/20,1553,100,6,3,0,25,2,0
2009/02/22,1304,50,8,3,2,18,2,0
2009/02/27,1304,5,8,3,6,30,1,0
2009/03/02,1304,75,2,4,1,25,1,0
2009/03/10,1802,175,4,5,0,43,2,0
2009/03/11,1304,75,4,3,2,52,1,0
2008/11/11,426.93,426.93,11.5,3,6,34,1,0
2008/11/11,426.93,426.93,11.5,3,7,29,2,0
2008/12/03,426.92,107,11.5,5,3,24,2,0
2008/12/05,517.88,50,54.93,5,1,27,1,0
2008/12/17,651.63,200,52.87,4,7,28,1,0
2008/12/22,651.63,425,48.36,5,7,24,1,0
2008/12/22,517.88,100,50.37,4,6,36,2,0
2008/12/30,571.38,142.86,34,3,1,27,1,0
2009/01/02,2026,150,2,3,5,38,1,0
2009/01/05,1328,75,2,3,6,26,2,0
2009/01/07,1528,100,2,4,4,35,1,0
2009/01/12,1279,150,2,5,6,31,1,0
2009/01/23,539,539,8,3,3,31,2,0
2009/01/30,1528,175,9,5,4,37,1,0
2009/02/10,1304,25,8,3,0,21,2,0
2009/02/13,552,552,8,3,0,45,2,0
2009/02/24,552,552,8,3,3,67,1,0
2009/03/05,1104,30,8,3,3,21,1,0
2009/03/07,1353,100,4,5,1,33,2,0
2009/03/09,1479,250,4,3,5,57,2,0
2009/03/21,249,249,12,3,1,58,2,0
2009/03/21,1292,100,8,4,3,40,2,0
2009/03/25,149,149,9,5,3,33,2,0
2008/12/22,1099,100,12,5,6,23,2,0
2008/12/31,1198,175,9,5,8,44,1,0
2009/01/02,999,36,2,4,3,25,2,0
2009/01/04,719,32,8,3,7,54,1,0
2009/01/08,1199,0,8,3,2,28,1,0
2009/01/12,1248,100,4,3,4,37,1,0
2009/01/19,1448,350,2,5,4,33,2,0
2009/01/26,249,249,12,3,3,0,2,0
2009/01/31,1383,150,9,4,3,57,1,0
2009/02/17,1273,175,2,5,3,29,2,0
2009/02/23,464,150,0,4,3,20,2,0
2009/02/26,464,150,0,4,8,60,1,0
2008/11/16,426.93,126.93,11.5,5,3,55,2,0
2008/11/23,426.93,126.93,11.5,4,3,30,2,0
2008/12/07,517.88,100,50.37,3,4,18,1,0
2008/12/14,517.88,150,45.8,3,6,34,2,0
2008/12/21,426.93,100,32.13,5,6,21,1,0
2008/12/30,571.38,571.38,34,3,6,49,2,0
2008/12/30,437.63,40,62.1,3,6,53,1,0
2009/01/09,426.93,126.93,11.5,5,4,19,2,0
2009/01/10,533.93,100,38.32,4,5,3,2,0
2009/01/16,426.92,107,11.5,4,3,40,1,0
2009/01/20,969,40,6,3,3,40,2,0
2009/02/15,412,150,6,5,0,18,2,0
2009/02/20,1545,300,4.5,3,3,24,2,0
2009/02/26,1140,150,1.5,5,5,24,1,0
2009/03/09,1140,150,3,5,1,29,2,0
2009/03/09,574,100,25,3,1,20,1,0
2009/03/13,1140,150,3,5,0,20,1,0
2009/03/24,1482,300,6,5,1,52,1,0
2009/03/24,1482,300,6,5,3,3,2,0
2009/03/25,574,19,7,3,6,22,1,0
2009/03/31,984,100,1.5,5,3,23,2,0
2008/11/01,899,75,5,4,3,32,1,0
2008/11/04,1298,300,11,3,0,22,1,0
2008/11/13,757.4,29,5.5,5,1,20,1,0
2008/11/16,899,899,8,3,2,28,2,0
2008/11/17,899,50,8,3,7,26,2,0
2008/11/23,899,75,4,3,1,31,1,0
2008/11/24,899,25,8,4,8,22,2,0
2008/12/01,899,25,8,3,3,37,1,0
2008/12/06,629,75,15,4,0,25,1,0
2008/12/21,754,25,8,3,6,28,1,0
2008/12/29,754,150,8,5,4,32,1,0
2009/01/12,1448,100,2,5,6,54,1,0
2009/01/25,999,100,4,5,1,25,2,0
2009/01/30,1946,150,18,4,1,22,1,0
2009/02/02,1224,150,9,4,1,23,1,0
2009/02/07,1473,175,2,5,0,33,1,0
2009/02/17,512,100,8,3,1,19,2,0
2009/03/06,644,25,8,3,1,24,1,0
2009/03/08,644,30,8,5,3,31,1,0
2009/03/12,1024,150,6,3,4,24,1,0
2009/03/25,1224,100,2,5,1,31,1,0
2009/01/24,879,5,8,5,0,26,1,0
2009/02/21,1024,150,6,5,6,45,1,0
2009/02/25,70,70,0,3,4,0,2,0
2009/02/25,70,70,0,3,1,2,2,0
2009/02/25,70,70,0,3,1,2,1,0
2009/03/02,70,70,0,3,0,3,1,0
2009/03/14,744,33,8,4,3,29,1,0
2009/03/20,1273,100,8,5,0,37,1,0
2009/03/29,1024,100,2,3,0,22,1,0
2009/02/22,757.4,29,5.5,3, ,19,2,0
2009/02/28,757.4,29,5.5,4,5,38,1,0
2009/03/01,999,75,2.18,3,0,43,2,0
2009/03/12,999,150,8.81,4,1,45,2,0
2009/01/04,539,25,8,4,0,24,2,0
2009/01/11,954,100,20,5,3,32,1,0
2009/01/16,1079,75,4,4,6,21,2,0
2009/01/27,1279,125,2,3,5,20,1,0
2009/01/22,1438,150,4,5,6,23,2,0
2009/02/17,1104,75,23,4,1,47,2,0
2009/02/22,1104,150,4,5,3,41,1,0
2009/02/22,249,249,10,3,5,2,2,0
2009/02/28,1802,55,8,5,1,41,2,0
2009/03/08,883,75,4,4,4,28,1,0
2009/03/20,430,100,20,4,1,30,1,0
2009/03/28,883,150,2,5,6,18,1,0
2008/11/23,1589.12,50,8,3,0,30,1,0
2008/11/25,1156.47,1156.47,4,3,7,37,1,0
2008/12/01,1229.27,150,9,5,1,31,1,0
2008/12/01,1848.08,150,20,3,1,25,2,0
2008/12/14,1459.12,175,9,4,1,40,2,0
2008/12/30,1070.16,100,20,3,6,44,2,0
2008/12/31,862.16,50,28,3,3,31,2,0
2008/12/31,1329.12,100,18,5,1,31,1,0
2009/01/02,1122.16,25,31,3,5,33,2,0
2009/01/07,1330.16,25,8,3,1,20,1,0
2009/01/07,1847.04,150,7.69,5,0,3,1,0
2009/01/11,1330.16,75,2,5,0,41,2,0
2009/01/19,1330.16,100,2,4,1,32,2,0
2009/01/21,1122.16,75,4,3,3,23,2,0
2009/03/31,1106,250,2,5,1,26,2,0
2008/12/22,1294.8,1294.8,4.5,3,1,3,1,0
2008/12/27,498.16,498.16,8,5,4,36,1,0
2009/01/02,1848.08,200,2,4,5,48,1,0
2009/01/04,1589.12,200,2,5,4,19,2,0
2009/01/09,1294.8,1294.8,2,3,1,2,2,0
2009/01/11,1848.08,125,2,3,3,27,2,0
2009/01/18,1589.12,125,2,3,4,19,2,0
2009/01/19,1589.12,125,20,3,3,26,1,0
2009/01/20,1122.16,25,8,3,4,28,1,0
2009/01/24,560.56,560.56,8,3,3,22,1,0
2009/01/27,1589.12,200,4,5,5,28,2,0
2009/01/27,1919.84,300,4,5,1,54,2,0
2009/01/31,1356.16,200,9,4,6,19,1,0
2009/02/04,1035.84,1035.84,9,3,5,3,1,0
2009/02/06,1719.12,175,2,5,6,24,1,0
2009/02/09,1925.04,1925.04,16.94,3,1,17,1,0
2009/02/15,1407.12,100,4,3,7,16,1,0
2009/02/18,1356.16,5,8,3,0,30,2,0
2009/02/21,1874.08,200,6,5,0,33,2,0
2009/02/26,1615.12,150,2,3,0,41,1,0
2009/03/06,1148.16,75,4,5,1,33,1,0
2009/03/16,1294.8,1294.8,4.5,3,1,2,2,0
2009/03/17,1356.16,50,8,3,2,26,2,0
2009/03/18,1282.32,60,8,3,4,25,1,0
2009/03/19,1719.12,250,8,4,0,37,2,0
2009/03/21,752.96,200,8,3,1,19,1,0
2009/03/25,1294.96,1294.96,15,3,1,3,1,0
2009/03/27,1148.16,100,2,3,5,24,1,0
2009/03/29,1356.16,150,2,5,4,29,1,0
2009/03/29,1148.16,75,2,3,1,33,1,0
2008/11/24,1339.77,150,4,3,3,23,2,0
2008/12/10,531.44,266,8,4,3,0,1,0
2008/12/15,1302.5,175,9,5,5,46,1,0
2008/12/16,1206.65,150,4,4,1,25,2,0
2008/12/29,797.69,75,23,5,1,24,2,0
2009/01/05,1446.27,150,2,3,0,21,2,0
2009/01/13,1542.12,175,9,5,6,2,1,0
2009/01/18,1063.94,100,4,3,2,22,2,0
2009/01/30,1063.94,5,8,5,3,18,1,0
2009/02/03,1472.9,150,9,3,1,21,2,0
2009/02/04,545.28,275,8,3,0,31,1,0
2009/02/04,1833.93,200,9,5,0,2,2,0
2008/12/21,539,25,8,3,1,24,1,0
2008/12/31,1029,150,8,5,1,41,2,0
2009/01/04,1528,150,2,5,1,29,2,0
2009/01/09,1777,300,2,5,1,52,2,0
2009/01/13,1279,250,2,5,6,31,1,0
2009/01/25,1528,1528,4,4,8,30,1,0
2009/01/25,1438,150,4,4,5,28,1,0
2009/02/23,1463,150,6,3,3,21,1,0
2009/03/01,1304,19,8,5,3,49,2,0
2009/03/06,1104,25,8,3,1,29,2,0
2009/03/07,1104,100,4,4,5,17,1,0
2009/03/10,1304,25,8,5,4,21,2,0
2009/03/11,1304,25,8,3,0,39,1,0
2009/03/12,1043,25,8,3,0,32,1,0
2009/03/18,724,25,8,3,5,20,2,0
2009/03/20,552,25,8,3,0,21,2,0
2009/03/29,1353,100,2,3,5,32,1,0
2009/01/09,1779.25,300,2,4,1,0,2,0
2009/01/11,1368.19,250,2,5,6,23,1,0
2009/01/13,1368.19,150,2,4,7,38,1,0
2009/01/22,1458.86,125,4,5,1,50,2,0
2009/01/24,1207.99,100,4,5,6,26,1,0
2009/01/30,1006.49,150,14,5,2,31,1,0
2009/03/03,1031.68,100,2,4,1,32,2,0
2009/03/04,1282.55,125,2,5,1,51,2,0
2009/03/08,1031.68,75,4,5,6,33,1,0
2009/03/09,1282.55,100,4,5,4,22,2,0
2009/03/18,1031.68,1031.68,6,5,3,60,1,0
2009/03/21,1031.68,75,8,5,4,18,1,0
2009/03/30,1031.68,165,2,3,1,38,1,0
2009/01/27,1338.48,100,4,5,3,20,2,0
2009/02/22,1483.27,150,6,4,4,22,1,0
2009/02/23,1579.79,175,6,4,1,27,2,0
2009/03/30,1098.24,75,2,5,5,24,2,0
2008/12/11,799,5,8,3,0,28,1,0
2008/12/29,899,75,15,3,1,0,2,0
2009/01/13,999,150,2.75,4,1,25,2,0
2009/01/17,1497,150,2,4,0,17,2,0
2009/01/20,999,25,8,3,3,25,1,0
2009/02/03,1697,450,11.75,5,1,48,2,0
2009/02/06,499,75,8.75,4,1,36,1,0
2009/02/09,999,150,2.93,5,6,20,1,0
2009/02/13,452,25,8,4,6,40,2,0
2009/02/19,999,25,8.75,3,1,33,1,0
2009/02/28,1248,125,2.18,5,3,37,2,0
2009/02/28,1497,150,2.18,5,4,0,2,0
2009/03/01,999,19,8.75,3,1,36,1,0
2009/03/03,1497,150,2.18,5,6,33,2,0
2009/03/05,1248,100,4.37,3,6,23,1,0
2009/03/05,1248,100,4.37,3,3,20,1,0
2009/03/09,999,25,8.75,3,1,19,1,0
2009/03/13,999,50,8.75,3,1,34,1,0
2009/01/12,999,5,8,4,4,0,1,0
2009/02/03,1383,150,9,3,6,19,2,0
2009/02/09,744,6,8,4,0,35,1,0
2009/02/11,744,6,8,5,4,25,2,0
2009/02/25,744,5,8,4,6,19,1,0
2009/03/02,1383,150,2,3,1,21,1,0
2009/03/08,819,150,4,5,6,24,2,0
2009/03/10,1224,19,8,5,1,23,1,0
2009/03/10,744,33,8,3,1,20,2,0
2009/03/29,1722,125,2,3,1,0,2,0
2009/01/22,499,249.5,8,4,6,34,2,0
2009/01/25,1229,25,26,3,7,24,1,0
2009/01/25,999,25,8,3,2,24,2,0
2009/01/27,1385,150,4,3,3,23,1,0
2009/01/29,1478,100,8,4,3,37,2,0
2009/02/02,1024,75,8,4,2,50,2,0
2009/02/04,1254,5,8,3,1,31,1,0
2009/02/06,1024,75,2,5,2,21,1,0
2009/02/08,1254,100,2,3,4,29,2,0
2009/02/08,512,512,8,3,4,24,2,0
2009/02/16,1024,25,8,4,3,30,1,0
2009/02/19,904,25,8,3,1,20,2,0
2009/02/20,1273,100,6,3,1,0,2,0
2009/02/24,1254,5,8,3,1,20,1,0
2009/03/05,1254,35,8,3,3,27,1,0
2009/03/11,1254,25,8,3,1,26,1,0
2009/03/14,1273,44,8,4,1,24,2,0
2009/03/16,1024,25,8,3,1,20,2,0
2009/03/18,1024,25,8,3,0,19,2,0
2009/03/19,1254,25,8,3,5,30,1,0
2009/03/19,1024,75,4,3,1,22,1,0
2009/03/22,1254,25,8,3,1,21,1,0
2009/03/22,724,25,8,4,5,22,2,0
2009/03/23,1410,150,8,3,1,52,1,0
2008/12/16,591.55,150,8,5,6,24,2,0
2008/12/20,1586.08,1586.08,9,3,6,0,1,0
2008/12/21,887.86,100,20,4,6,21,2,0
2008/12/23,699.3,26,8.11,4,3,19,2,0
2008/12/31,591.55,591.55,8,5,1,43,2,0
2009/01/02,1828.52,125,2,4,1,47,2,0
2009/01/10,1076.43,75,4,5,2,33,1,0
2009/01/14,699.3,26,8,3,4,23,1,0
2009/01/14,1076.43,101,4,4,4,25,1,0
2009/01/16,2365.12,250,2,3,4,17,1,0
2009/01/19,1828.52,125,2,4,1,0,2,0
2009/01/30,1828.52,150,15,4,1,39,2,0
2009/02/08,1103.36,50,8,4,6,20,2,0
2009/02/15,1318.86,75,2,3,3,30,2,0
2009/02/23,1103.36,5,8,4,1,25,1,0
2009/02/26,1103.36,100,2,3,5,41,1,0
2009/03/03,1490.19,150,2,3,1,25,2,0
2009/03/06,726.24,25,8,3,1,19,2,0
2008/12/21,899,80,15,3,3,26,1,0
2008/12/23,774,75,10,4,1,23,2,0
